logged_at_utc,season,week,game_id,fav,p_fav,family_fav_rate,dP_first_dog,mc_noise,confidence,recommendation,p_first_base,p_first_final,standings,family_model
2026-09-13T17:57:10Z,2026,1,2026_01_ARI_LAC,LAC,0.8000,0.935,-0.0387,0.0004,HIGH,LAC,0.5694,0.5715,,family.json
2026-09-13T17:57:10Z,2026,1,2026_01_MIA_LV,LV,0.6038,0.681,-0.0123,0.0010,HIGH,LV,0.5694,0.5715,,family.json
2026-09-13T17:57:10Z,2026,1,2026_01_GB_MIN,MIN,0.5427,0.409,-0.0059,0.0035,MEDIUM,MIN,0.5694,0.5715,,family.json
2026-09-13T17:57:10Z,2026,1,2026_01_WAS_PHI,PHI,0.6958,0.935,-0.0280,0.0006,HIGH,PHI,0.5694,0.5715,,family.json
2026-09-13T17:57:10Z,2026,1,2026_01_DAL_NYG,DAL,0.5996,0.681,-0.0126,0.0014,HIGH,DAL,0.5694,0.5715,,family.json
2026-09-13T17:57:10Z,2026,1,2026_01_DEN_KC,KC,0.5514,0.681,-0.0064,0.0022,MEDIUM,KC,0.5694,0.5715,,family.json
2026-09-13T21:06:23Z,2026,1,2026_01_ARI_LAC,LAC,0.7867,0.935,-0.0372,0.0032,HIGH,LAC,0.5639,0.5639,,family.json
2026-09-13T21:06:23Z,2026,1,2026_01_MIA_LV,LV,0.6038,0.681,-0.0151,0.0014,HIGH,LV,0.5639,0.5639,,family.json
2026-09-13T21:06:23Z,2026,1,2026_01_GB_MIN,MIN,0.5325,0.409,-0.0055,0.0012,HIGH,MIN,0.5639,0.5639,,family.json
2026-09-13T21:06:23Z,2026,1,2026_01_WAS_PHI,PHI,0.6806,0.935,-0.0238,0.0002,HIGH,PHI,0.5639,0.5639,,family.json
2026-09-13T21:06:23Z,2026,1,2026_01_DAL_NYG,DAL,0.5996,0.681,-0.0121,0.0006,HIGH,DAL,0.5639,0.5639,,family.json
2026-09-13T21:06:23Z,2026,1,2026_01_DEN_KC,KC,0.5514,0.681,-0.0064,0.0008,HIGH,KC,0.5639,0.5639,,family.json
2026-09-14T22:55:42Z,2026,1,2026_01_DEN_KC,KC,0.5427,0.487,-0.0059,0.0009,HIGH,KC,0.5526,0.5526,,family.json
2026-09-16T04:32:18Z,2026,2,2026_02_DET_BUF,BUF,0.6575,0.952,-0.0285,0.0011,HIGH,BUF,0.5372,0.5372,"{""Ryan"": 12, ""Casey"": 9, ""Sue"": 11, ""Nolan"": 12, ""Sheila"": 11, ""Kaleigh"": 10, ""Molly"": 11}",family.json
2026-09-16T04:32:18Z,2026,2,2026_02_CAR_ATL,CAR,0.5514,0.773,-0.0083,0.0029,MEDIUM,CAR,0.5372,0.5372,"{""Ryan"": 12, ""Casey"": 9, ""Sue"": 11, ""Nolan"": 12, ""Sheila"": 11, ""Kaleigh"": 10, ""Molly"": 11}",family.json
2026-09-16T04:32:18Z,2026,2,2026_02_NO_BAL,BAL,0.7715,0.952,-0.0477,0.0007,HIGH,BAL,0.5372,0.5372,"{""Ryan"": 12, ""Casey"": 9, ""Sue"": 11, ""Nolan"": 12, ""Sheila"": 11, ""Kaleigh"": 10, ""Molly"": 11}",family.json
2026-09-16T04:32:18Z,2026,2,2026_02_MIN_CHI,CHI,0.6636,0.956,-0.0287,0.0012,HIGH,CHI,0.5372,0.5372,"{""Ryan"": 12, ""Casey"": 9, ""Sue"": 11, ""Nolan"": 12, ""Sheila"": 11, ""Kaleigh"": 10, ""Molly"": 11}",family.json
2026-09-16T04:32:18Z,2026,2,2026_02_CIN_HOU,HOU,0.5635,0.773,-0.0114,0.0017,HIGH,HOU,0.5372,0.5372,"{""Ryan"": 12, ""Casey"": 9, ""Sue"": 11, ""Nolan"": 12, ""Sheila"": 11, ""Kaleigh"": 10, ""Molly"": 11}",family.json
2026-09-16T04:32:18Z,2026,2,2026_02_PIT_NE,NE,0.6575,0.952,-0.0266,0.0005,HIGH,NE,0.5372,0.5372,"{""Ryan"": 12, ""Casey"": 9, ""Sue"": 11, ""Nolan"": 12, ""Sheila"": 11, ""Kaleigh"": 10, ""Molly"": 11}",family.json
2026-09-16T04:32:18Z,2026,2,2026_02_GB_NYJ,GB,0.6447,0.956,-0.0247,0.0022,HIGH,GB,0.5372,0.5372,"{""Ryan"": 12, ""Casey"": 9, ""Sue"": 11, ""Nolan"": 12, ""Sheila"": 11, ""Kaleigh"": 10, ""Molly"": 11}",family.json
2026-09-16T04:32:18Z,2026,2,2026_02_CLE_TB,TB,0.7659,0.952,-0.0466,0.0017,HIGH,TB,0.5372,0.5372,"{""Ryan"": 12, ""Casey"": 9, ""Sue"": 11, ""Nolan"": 12, ""Sheila"": 11, ""Kaleigh"": 10, ""Molly"": 11}",family.json
2026-09-16T04:32:18Z,2026,2,2026_02_PHI_TEN,PHI,0.7258,0.952,-0.0376,0.0003,HIGH,PHI,0.5372,0.5372,"{""Ryan"": 12, ""Casey"": 9, ""Sue"": 11, ""Nolan"": 12, ""Sheila"": 11, ""Kaleigh"": 10, ""Molly"": 11}",family.json
2026-09-16T04:32:18Z,2026,2,2026_02_JAX_DEN,DEN,0.5830,0.773,-0.0163,0.0024,HIGH,DEN,0.5372,0.5372,"{""Ryan"": 12, ""Casey"": 9, ""Sue"": 11, ""Nolan"": 12, ""Sheila"": 11, ""Kaleigh"": 10, ""Molly"": 11}",family.json
2026-09-16T04:32:18Z,2026,2,2026_02_LV_LAC,LAC,0.7180,0.952,-0.0388,0.0022,HIGH,LAC,0.5372,0.5372,"{""Ryan"": 12, ""Casey"": 9, ""Sue"": 11, ""Nolan"": 12, ""Sheila"": 11, ""Kaleigh"": 10, ""Molly"": 11}",family.json
2026-09-16T04:32:18Z,2026,2,2026_02_SEA_ARI,SEA,0.6447,0.952,-0.0265,0.0009,HIGH,SEA,0.5372,0.5372,"{""Ryan"": 12, ""Casey"": 9, ""Sue"": 11, ""Nolan"": 12, ""Sheila"": 11, ""Kaleigh"": 10, ""Molly"": 11}",family.json
2026-09-16T04:32:18Z,2026,2,2026_02_WAS_DAL,DAL,0.6575,0.952,-0.0270,0.0006,HIGH,DAL,0.5372,0.5372,"{""Ryan"": 12, ""Casey"": 9, ""Sue"": 11, ""Nolan"": 12, ""Sheila"": 11, ""Kaleigh"": 10, ""Molly"": 11}",family.json
2026-09-16T04:32:18Z,2026,2,2026_02_MIA_SF,SF,0.8677,0.952,-0.0617,0.0017,HIGH,SF,0.5372,0.5372,"{""Ryan"": 12, ""Casey"": 9, ""Sue"": 11, ""Nolan"": 12, ""Sheila"": 11, ""Kaleigh"": 10, ""Molly"": 11}",family.json
2026-09-16T04:32:18Z,2026,2,2026_02_IND_KC,KC,0.7095,0.952,-0.0365,0.0011,HIGH,KC,0.5372,0.5372,"{""Ryan"": 12, ""Casey"": 9, ""Sue"": 11, ""Nolan"": 12, ""Sheila"": 11, ""Kaleigh"": 10, ""Molly"": 11}",family.json
2026-09-16T04:32:18Z,2026,2,2026_02_NYG_LA,LA,0.7478,0.952,-0.0397,0.0006,HIGH,LA,0.5372,0.5372,"{""Ryan"": 12, ""Casey"": 9, ""Sue"": 11, ""Nolan"": 12, ""Sheila"": 11, ""Kaleigh"": 10, ""Molly"": 11}",family.json
